"key","date","campaign_name","ad_set_name","network","signups","p0_signup","p0_signup_per","p1_signup","p1_signup_per","total_trial","third_tcard_unlock","third_tcard_unlock_per","trial_per","d0","d0_revenue","d0_aov","d0_d6","d0_d6_revenue","d0_d6_aov","d0_d15","d0_d30","d0_d60","d0_d90","d0_per","d0_d6_per","d0_d15_per","d0_d30_per","d0_d60_per","d0_d90_per","new_user_count_by_trial","new_user_revenue_by_trial","new_user_count_by_trial_per","overall_users","overall_revenue","new_converted_user","new_converted_user_per","new_user_rev","new_user_aov","repeat_converted_user","repeat_converted_user_per","repeat_revenue","m0","m0_revenue","m0_aov","d0_trial","d0_d6_overall","d0_d6_revenue_overall","m0_p0andp1","m0_p0andp1_revenue","m0_p0andp1_aov","m0_other","m0_other_revenue","m0_other_aov","d6_mandate_con","d6_mandate_revenue","Week number"
"45985UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-1-010823","24/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-1-010823","Google","472","19","4.03","57","12.08","92","42","45.65","19.49152542","1","2699","2699","10","19965","1996.5","22","25","30","33","0.21","2.12","4.66","5.3","6.36","6.99","32","13644","34.78","43","89983.63","35","7.42","61390","1754","8","1.69","28593.63","10","19965","1996.5","57","35","19965","3","6872","2290.666667","3","6872","2290.666667","6","8994","Week 19"
"45985GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_options_pro-sub_020925","24/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_options_pro-sub_020925","Google","839","13","1.55","87","10.37","103","32","31.07","12.27651967","2","4698","2349","20","39180","1959","32","37","43","46","0.24","2.38","3.81","4.41","5.13","5.48","40","4297","38.83","64","135445.63","47","5.6","91036","1936.94","17","2.03","44409.63","20","39180","1959","55","47","39180","4","13996","3499","4","13996","3499","17","25483","Week 19"
"45985GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_generic_pro-sub_020925","24/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_generic_pro-sub_020925","Google","1141","28","2.45","86","7.54","193","97","50.26","16.91498685","2","5498","2749","32","62918","1966.1875","48","60","65","68","0.18","2.8","4.21","5.26","5.7","5.96","64","25265","33.16","98","233322.83","71","6.22","127779","1799.7","27","2.37","105543.83","36","96961.21","2693.366944","100","71","96961.21","10","29436.21","2943.621","10","29436.21","2943.621","25","40975","Week 19"
"45985GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","24/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","3016","15","0.5","265","8.79","242","55","22.73","8.023872679","2","11072","5536","42","72532","1726.952381","71","98","112","119","0.07","1.39","2.35","3.25","3.71","3.95","124","23089","51.24","163","254311","125","4.14","197349","1578.79","38","1.26","56962","42","72532","1726.952381","103","125","72532","5","7495","1499","5","7495","1499","40","61460","Week 19"
"45985GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","24/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","3743","28","0.75","315","8.42","355","95","26.76","9.484370826","0","0","","51","79449","1557.823529","100","136","149","161","0","1.36","2.67","3.63","3.98","4.3","168","13633","47.32","225","352016","169","4.52","266572","1577.35","56","1.5","85444","51","79449","1557.823529","161","169","79449","4","5996","1499","4","5996","1499","51","79449","Week 19"
"45985Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_test-creatives_pro-sub_131125","24/11/2025","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_test-creatives_pro-sub_131125","Facebook","331","2","0.6","13","3.93","58","18","31.03","17.52265861","2","3448","1724","11","19839","1803.545455","17","21","28","30","0.6","3.32","5.14","6.34","8.46","9.06","28","15467","48.28","38","66863","31","9.37","54219","1749","7","2.11","12644","11","19839","1803.545455","22","31","19839","3","7172","2390.666667","3","7172","2390.666667","8","13492","Week 19"
"45985FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LALfb_mof_lal_android_1%-portfolio-connectors_start-trial_111125","24/11/2025","FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LAL","fb_mof_lal_android_1%-portfolio-connectors_start-trial_111125","Facebook","151","0","0","7","4.64","56","26","46.43","37.08609272","0","0","","4","6896","1724","9","12","15","17","0","2.65","5.96","7.95","9.93","11.26","18","13695","32.14","19","34681","18","11.92","33182","1843.44","1","0.66","1499","4","6896","1724","30","18","6896","0","","","0","","","4","6896","Week 19"
"45984","23/11/2025","","","","441","11","2.49","59","13.38","53","20","37.74","12.01814059","1","1974","1974","11","19614","1783.090909","17","21","24","25","0.23","2.49","3.85","4.76","5.44","5.67","22","14219","41.51","32","56543","25","5.67","46050","1842","7","1.59","10493","12","21113","1759.416667","30","25","19614","3","5872","1957.333333","3","5872","1957.333333","7","10993","Week 19"
"45984UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","23/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","712","21","2.95","62","8.71","128","38","29.69","17.97752809","4","17671","4417.75","22","45578","2071.727273","35","52","57","59","0.56","3.09","4.92","7.3","8.01","8.29","64","20891","50","88","181658.96","68","9.55","122332","1799","20","2.81","59326.96","26","77325","2974.038462","54","68","68378","5","10445","2089","5","10445","2089","15","22485","Week 19"
"45984UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-1-010823","23/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-1-010823","Google","489","23","4.7","64","13.09","108","46","42.59","22.08588957","2","9172","4586","12","24162","2013.5","24","33","37","42","0.41","2.45","4.91","6.75","7.57","8.59","39","24092","36.11","51","104856.67","43","8.79","87981","2046.07","8","1.64","16875.67","16","30158","1884.875","59","43","24162","5","13669","2733.8","5","13669","2733.8","10","14990","Week 19"
"45984GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_options_pro-sub_020925","23/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_options_pro-sub_020925","Google","999","18","1.8","93","9.31","155","46","29.68","15.51551552","2","6873","3436.5","26","48648.33","1871.089615","37","49","56","59","0.2","2.6","3.7","4.9","5.61","5.91","58","18291.33","37.42","82","142855.27","60","6.01","101914.33","1698.57","22","2.2","40940.94","28","56446.33","2015.940357","76","60","54947.33","6","11494","1915.666667","6","11494","1915.666667","23","35477","Week 19"
"45984GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_generic_pro-sub_020925","23/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_generic_pro-sub_020925","Google","1274","22","1.73","122","9.58","243","85","34.98","19.07378336","4","8547","2136.75","35","63192","1805.485714","50","68","82","86","0.31","2.75","3.92","5.34","6.44","6.75","83","15566","34.16","112","191365.66","90","7.06","145712","1619.02","22","1.73","45653.66","39","69336.62","1777.862051","136","90","66338.62","11","23443","2131.181818","11","23443","2131.181818","27","40973","Week 19"
"45984GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","23/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2698","34","1.26","290","10.75","187","46","24.6","6.931060044","2","6373","3186.5","34","55716","1638.705882","60","74","82","84","0.07","1.26","2.22","2.74","3.04","3.11","89","14369","47.59","120","187330","90","3.34","142360","1581.78","30","1.11","44970","38","61712","1624","83","90","55716","11","21239","1930.818182","11","21239","1930.818182","31","46469","Week 19"
"45984GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","23/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","2961","35","1.18","322","10.87","213","57","26.76","7.193515704","1","1374","1374","25","37350","1494","59","72","82","84","0.03","0.84","1.99","2.43","2.77","2.84","88","10494","41.31","126","189856.71","91","3.07","137484","1510.81","35","1.18","52372.71","29","43346","1494.689655","113","91","37350","6","8869","1478.166667","6","8869","1478.166667","24","35976","Week 19"
"45984Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_test-creatives_pro-sub_131125","23/11/2025","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_test-creatives_pro-sub_131125","Facebook","352","3","0.85","17","4.83","69","17","24.64","19.60227273","1","799","799","18","30282","1682.333333","24","29","38","38","0.28","5.11","6.82","8.24","10.8","10.8","37","15892","53.62","56","93219","39","11.08","66736","1711.18","17","4.83","26483","22","36778","1671.727273","26","39","30282","4","6396","1599","4","6396","1599","16","27584","Week 19"
"45984FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825fb_mof_aaa_android_pro-sub_010825_adset2","23/11/2025","FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825","fb_mof_aaa_android_pro-sub_010825_adset2","Facebook","152","25","16.45","55","36.18","28","19","67.86","18.42105263","4","19171","4792.75","9","30766","3418.444444","11","13","15","17","2.63","5.92","7.24","8.55","9.87","11.18","7","14447","25","19","69207","17","11.18","64608","3800.47","2","1.32","4599","10","36940","3694","16","17","30766","6","21969","3661.5","6","21969","3661.5","3","5997","Week 19"
"45984FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825fb_mof_aaa_android_pro-sub_010825_adset1","23/11/2025","FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825","fb_mof_aaa_android_pro-sub_010825_adset1","Facebook","119","24","20.17","35","29.41","23","12","52.17","19.32773109","6","24695","4115.833333","13","39453","3034.846154","14","14","15","17","5.04","10.92","11.76","11.76","12.61","14.29","11","19195","47.83","24","85819","18","15.13","55023","3056.83","6","5.04","30796","15","63453","4230.2","11","18","63453","10","49582","4958.2","10","49582","4958.2","4","6496","Week 19"
"45983","22/11/2025","","","Organic","359","23","6.41","61","16.99","47","26","55.32","13.09192201","2","5298","2649","11","52140","4740","18","22","24","24","0.56","3.06","5.01","6.13","6.69","6.69","18","23093","38.3","35","124426.79","25","6.96","82426","3297.04","10","2.79","42000.79","14","64431.44","4602.245714","22","25","60333.44","6","18988.44","3164.74","6","18988.44","3164.74","5","13495","Week 19"
"45983UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","22/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","631","11","1.74","76","12.04","112","33","29.46","17.7496038","1","2774","2774","21","34129","1625.190476","33","45","50","53","0.16","3.33","5.23","7.13","7.92","8.4","52","19367","46.43","74","122676","56","8.87","95594","1707.04","18","2.85","27082","27","43123","1597.148148","58","56","34129","5","8870","1774","5","8870","1774","18","26982","Week 19"
"45983UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-1-010823","22/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-1-010823","Google","508","18","3.54","65","12.8","88","34","38.64","17.32283465","3","5772","1924","10","16765","1676.5","19","24","28","29","0.59","1.97","3.74","4.72","5.51","5.71","24","13495","27.27","41","72911.57","30","5.91","54995","1833.17","11","2.17","17916.57","12","21738","1811.5","54","30","16765","5","11245","2249","5","11245","2249","7","10993","Week 19"
"45983GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_options_pro-sub_020925","22/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_options_pro-sub_020925","Google","749","24","3.2","83","11.08","127","50","39.37","16.95594126","1","3999","3999","20","38180","1909","28","40","49","53","0.13","2.67","3.74","5.34","6.54","7.08","50","11218","39.37","76","137381.57","55","7.34","94520","1718.55","21","2.8","42861.57","26","46449","1786.5","62","55","38954","11","23964","2178.545455","11","23964","2178.545455","16","25484","Week 19"
"45983GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_generic_pro-sub_020925","22/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_generic_pro-sub_020925","Google","870","15","1.72","118","13.56","147","63","42.86","16.89655172","1","3200","3200","19","40007","2105.631579","27","35","42","45","0.11","2.18","3.1","4.02","4.83","5.17","48","24715","32.65","58","106068","50","5.75","84776","1695.52","8","0.92","21292","24","47502","1979.25","80","50","40007","4","12897","3224.25","4","12897","3224.25","14","22486","Week 19"
"45983GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_options_catalyst-quality-su_040825","22/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_options_catalyst-quality-su_040825","Google","2239","40","1.79","274","12.24","178","56","31.46","7.949977669","2","3173","1586.5","31","47045","1517.580645","50","60","65","66","0.09","1.38","2.23","2.68","2.9","2.95","68","17517","38.2","90","177370.62","70","3.13","113231","1617.59","20","0.89","64139.62","40","84612","2115.3","101","70","71845","9","36243","4027","9","36243","4027","28","42872","Week 19"
"45983GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_generic_catalyst-quality-su_040825","22/11/2025","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_generic_catalyst-quality-su_040825","Google","2658","41","1.54","277","10.42","262","53","20.23","9.857035365","0","0","","36","63838","1773.277778","67","89","106","109","0","1.35","2.52","3.35","3.99","4.1","113","15566","43.13","153","249723","115","4.33","186060","1617.91","38","1.43","63663","42","72832","1734.095238","141","115","63838","8","21492","2686.5","8","21492","2686.5","34","50966","Week 19"
"45983Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_test-creatives_pro-sub_131125","22/11/2025","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_test-creatives_pro-sub_131125","Facebook","374","2","0.53","14","3.74","71","27","38.03","18.98395722","1","2374","2374","11","19364","1760.363636","16","26","30","33","0.27","2.94","4.28","6.95","8.02","8.82","34","11394","47.89","43","72033","35","9.36","57540","1644","8","2.14","14493","15","26861","1790.733333","28","35","22364","2","5374","2687","2","5374","2687","10","16990","Week 19"
"45983FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LALfb_mof_lal_android_1%-portfolio-connectors_start-trial_111125","22/11/2025","FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LAL","fb_mof_lal_android_1%-portfolio-connectors_start-trial_111125","Facebook","155","0","0","6","3.87","44","18","40.91","28.38709677","0","0","","4","5996","1499","6","10","13","14","0","2.58","3.87","6.45","8.39","9.03","15","12695","34.09","17","30683","15","9.68","27685","1845.67","2","1.29","2998","5","7495","1499","27","15","5996","0","","","0","","","4","5996","Week 19"
"45983FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825fb_mof_aaa_android_pro-sub_010825_adset2","22/11/2025","FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825","fb_mof_aaa_android_pro-sub_010825_adset2","Facebook","165","7","4.24","31","18.79","38","18","47.37","23.03030303","0","0","","6","7569","1261.5","9","11","15","16","0","3.64","5.45","6.67","9.09","9.7","11","4797","28.95","22","34221.6","16","9.7","25034","1564.63","6","3.64","9187.6","8","11342","1417.75","19","16","7569","2","3773","1886.5","2","3773","1886.5","4","5996","Week 19"
"45982","21/11/2025","","","Organic","410","28","6.83","75","18.29","46","32","69.57","11.2195122","4","12796","3199","8","19692","2461.5","17","20","24","24","0.98","1.95","4.15","4.88","5.85","5.85","17","38866.17","36.96","31","85647.17","25","6.1","73951.17","2958.05","6","1.46","11696","13","30889","2376.076923","28","25","19692","9","19993","2221.444444","9","19993","2221.444444","2","2998","Week 19"
"45982UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-2-010823","21/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-2-010823","Google","612","20","3.27","58","9.48","112","30","26.79","18.3006536","1","4000","4000","14","22787","1627.642857","34","44","53","55","0.16","2.29","5.56","7.19","8.66","8.99","57","21613","50.89","74","129047","59","9.64","105262","1784.1","15","2.45","23785","18","34303","1905.722222","45","59","22787","3","10918","3639.333333","3","10918","3639.333333","12","17988","Week 19"
"45982UAC-Univest-Pro-Activated-PRO-010823uac-univest-pro-activated-1-010823","21/11/2025","UAC-Univest-Pro-Activated-PRO-010823","uac-univest-pro-activated-1-010823","Google","454","19","4.19","67","14.76","96","36","37.5","21.14537445","1","2799","2799","12","27628","2302.333333","17","23","28","29","0.22","2.64","3.74","5.07","6.17","6.39","27","18731","28.13","41","115476","32","7.05","67909","2122.16","9","1.98","47567","14","32626","2330.428571","61","32","31127","6","16134","2689","6","16134","2689","7","10493","Week 19"
"45982GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925ga_aud-signal_android_options_pro-sub_020925","21/11/2025","GA_UAC-TROAS_Android_Pro-Sub_Pan-India_020925","ga_aud-signal_android_options_pro-sub_020925","Google","960","18","1.88","127","13.23","135","48","35.56","14.0625","2","9173","4586.5","21","43504","2071.619048","28","36","39","42","0.21","2.19","2.92","3.75","4.06","4.38","39","13769","28.89","55","116824.93","45","4.69","83180","1848.44","10","1.04","33644.93","24","48001","2000.041667","70","45","43504","8","15342","1917.75","8","15342","1917.75","17","27983","Week 19"
