"key","date","campaign_name","ad_set_name","network","signups","p0_signup","p0_signup_per","p1_signup","p1_signup_per","total_trial","third_tcard_unlock","third_tcard_unlock_per","trial_per","d0","d0_revenue","d0_aov","d0_d6","d0_d6_revenue","d0_d6_aov","d0_d15","d0_d30","d0_d60","d0_d90","d0_per","d0_d6_per","d0_d15_per","d0_d30_per","d0_d60_per","d0_d90_per","new_user_count_by_trial","new_user_revenue_by_trial","new_user_count_by_trial_per","overall_users","overall_revenue","new_converted_user","new_converted_user_per","new_user_rev","new_user_aov","repeat_converted_user","repeat_converted_user_per","repeat_revenue","m0","m0_revenue","m0_aov","d0_trial","d0_d6_overall","d0_d6_revenue_overall","m0_p0andp1","m0_p0andp1_revenue","m0_p0andp1_aov","m0_other","m0_other_revenue","m0_other_aov","d6_mandate_con","d6_mandate_revenue","Week number"
"46041Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_detail-target_android_cherry-metro-test_v0_pro-sub_140126","19/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_detail-target_android_cherry-metro-test_v0_pro-sub_140126","Facebook","5","2","40","1","20","1","1","100","20","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225fb_mof_open_android_shainal-test_pro-sub_191225","19/01/2026","Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225","fb_mof_open_android_shainal-test_pro-sub_191225","Facebook","1","0","0","1","100","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225fb_mof_open_android_doctor-test_v2_pro-sub_160126","19/01/2026","Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225","fb_mof_open_android_doctor-test_v2_pro-sub_160126","Facebook","1","0","0","1","100","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225fb_mof_detail-traget_android_yt-cut-2-test_pro-sub_160126","19/01/2026","Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225","fb_mof_detail-traget_android_yt-cut-2-test_pro-sub_160126","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225fb_mof_detail-traget_android_us-war-test_pro-sub_160126","19/01/2026","Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225","fb_mof_detail-traget_android_us-war-test_pro-sub_160126","Facebook","5","1","20","1","20","1","0","0","20","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","1","0","","","","","","","","","","Week 11"
"46041Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225fb_mof_detail-target_android_ayush-new-test_v2_pro-sub_190126","19/01/2026","Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225","fb_mof_detail-target_android_ayush-new-test_v2_pro-sub_190126","Facebook","2","0","0","1","50","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225fb_mof_detail-target_android_ayush-new-test_v1_pro-sub_190126","19/01/2026","Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225","fb_mof_detail-target_android_ayush-new-test_v1_pro-sub_190126","Facebook","2","1","50","1","50","1","1","100","50","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","1","0","","","","","","","","","","Week 11"
"46041MOF-AAA-Android-India-NewuserSubscription-050525Campaign Campaignmof-aaa-android-india-youtubenewusersubscription-250625","19/01/2026","MOF-AAA-Android-India-NewuserSubscription-050525Campaign Campaign","mof-aaa-android-india-youtubenewusersubscription-250625","Facebook","4","1","25","2","50","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041MOF-AAA-Android-India-NewuserSubscription-050525Campaign Campaignmof-aaa-android-india-newusersubscription-050525campaign ad set","19/01/2026","MOF-AAA-Android-India-NewuserSubscription-050525Campaign Campaign","mof-aaa-android-india-newusersubscription-050525campaign ad set","Facebook","4","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_Manual-App_iOS_Pro-Sub_Pan-India_171225_100-Best-Adsfb_mof_detail-target_ios_100-best-ads_pro-sub_171225_adset1","19/01/2026","FB_MOF_Manual-App_iOS_Pro-Sub_Pan-India_171225_100-Best-Ads","fb_mof_detail-target_ios_100-best-ads_pro-sub_171225_adset1","Facebook","2","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_Manual-App_iOS_Pro-Sub_Pan-India_110925fb_mof_open-detail_ios_best-ads_2_pro-sub_220925","19/01/2026","FB_MOF_Manual-App_iOS_Pro-Sub_Pan-India_110925","fb_mof_open-detail_ios_best-ads_2_pro-sub_220925","Facebook","2","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_111225_100-Best-Adsfb_mof_detail-target_android_100-best-ads_pro-sub_111225_adset1","19/01/2026","FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_111225_100-Best-Ads","fb_mof_detail-target_android_100-best-ads_pro-sub_111225_adset1","Facebook","10","0","0","1","10","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LALfb_mof_lal_android_1%univest-lifetime_pro-sub_041125","19/01/2026","FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LAL","fb_mof_lal_android_1%univest-lifetime_pro-sub_041125","Facebook","1","1","100","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LALfb_mof_lal_android_1%-portfolio-connectors_start-trial_111125","19/01/2026","FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LAL","fb_mof_lal_android_1%-portfolio-connectors_start-trial_111125","Facebook","2","0","0","0","0","2","1","50","100","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","2","0","","","","","","","","","","Week 11"
"46041FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LALfb_mof_lal_android_1%-d0-converters_pro-sub_111125","19/01/2026","FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_041125_LAL","fb_mof_lal_android_1%-d0-converters_pro-sub_111125","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_030925_TROASfb_mof_open_android_troas-n0-target_pro-sub_030925","19/01/2026","FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_030925_TROAS","fb_mof_open_android_troas-n0-target_pro-sub_030925","Facebook","2","0","0","1","50","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_AAA_iOS_Pro-Sub-Event_Pan-India_120825fb_mof_aaa_ios_pro-sub-event_120825_adset2","19/01/2026","FB_MOF_AAA_iOS_Pro-Sub-Event_Pan-India_120825","fb_mof_aaa_ios_pro-sub-event_120825_adset2","Facebook","2","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825fb_mof_detail-target_android_all-plan_d0_6-event_151025","19/01/2026","FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825","fb_mof_detail-target_android_all-plan_d0_6-event_151025","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825fb_mof_aaa_android_pro-sub_010825_adset2","19/01/2026","FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825","fb_mof_aaa_android_pro-sub_010825_adset2","Facebook","2","0","0","1","50","1","0","0","50","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825fb_mof_aaa_android_pro-sub_010825_adset1","19/01/2026","FB_MOF_AAA_Android_Pro-Sub_Pan-India_010825","fb_mof_aaa_android_pro-sub_010825_adset1","Facebook","2","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_BOF_Manual-App_Android-Unpaid-Retarget_Pro-Sub_Pan-India_140126fb_bof_custom_android-retar_unpaid-under-120-days_pro-sub_140126","19/01/2026","FB_BOF_Manual-App_Android-Unpaid-Retarget_Pro-Sub_Pan-India_140126","fb_bof_custom_android-retar_unpaid-under-120-days_pro-sub_140126","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041FB_BOF_Manual-App_Android-Unpaid-Retarget_Pro-Sub_Pan-India_140126fb_bof_custom_android-retar_unpaid-120+_pro-sub_140126","19/01/2026","FB_BOF_Manual-App_Android-Unpaid-Retarget_Pro-Sub_Pan-India_140126","fb_bof_custom_android-retar_unpaid-120+_pro-sub_140126","Facebook","2","0","0","1","50","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041BOF-Sales-unpaid-Retargeting-Android-010725fb_bof_custom_android_unpaid-signups-l180d_pro-sub_311025","19/01/2026","BOF-Sales-unpaid-Retargeting-Android-010725","fb_bof_custom_android_unpaid-signups-l180d_pro-sub_311025","Facebook","2","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041BOF-Sales-unpaid-Retargeting-Android-010725fb_bof_custom_android_unpaid-signups-l180d_pro-sub_220725_fsale","19/01/2026","BOF-Sales-unpaid-Retargeting-Android-010725","fb_bof_custom_android_unpaid-signups-l180d_pro-sub_220725_fsale","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041BOF-Sales-unpaid-Retargeting-Android-010725d180+ 1 rupee plan","19/01/2026","BOF-Sales-unpaid-Retargeting-Android-010725","d180+ 1 rupee plan","Facebook","1","0","0","1","100","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041Univest -OEM","19/01/2026","Univest -OEM","","Appnext","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041BOF-Sales-paid-Retargeting-Android-010725fb_bof_custom_android_pro-lite-users_pro-sub_201225","19/01/2026","BOF-Sales-paid-Retargeting-Android-010725","fb_bof_custom_android_pro-lite-users_pro-sub_201225","Facebook","2","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46041200-Ad-Test_FB_MOF_Manual-App_iOS_Pro-Sub_Pan-India_171225fb_mof_open_android_200-ads_pro-sub_171225_adset1","19/01/2026","200-Ad-Test_FB_MOF_Manual-App_iOS_Pro-Sub_Pan-India_171225","fb_mof_open_android_200-ads_pro-sub_171225_adset1","Facebook","1","0","0","0","0","1","0","0","100","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","1","0","","","","","","","","","","Week 11"
"46040BOF-Sales-unpaid-Retargeting-Android-010725fb_bof_custom_android_unpaid-signups-l180d_pro-sub_311025","18/01/2026","BOF-Sales-unpaid-Retargeting-Android-010725","fb_bof_custom_android_unpaid-signups-l180d_pro-sub_311025","Facebook","5","0","0","0","0","1","1","100","20","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","1","0","","","","","","","","","","Week 11"
"46040","18/01/2026","","","Zepto (Custom)","1","0","0","1","100","1","1","100","100","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","1","0","","","","","","","","","","Week 11"
"46040","18/01/2026","","","Unattributed","9","0","0","2","22.22","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Univest_AOS_Video_Newunivest_aos_video_new","18/01/2026","Univest_AOS_Video_New","univest_aos_video_new","Radian","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040","18/01/2026","","","Imported Users","3","0","0","2","66.67","2","1","50","66.66666667","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","2","0","","","","","","","","","","Week 11"
"46040UAC-Univest-Pro-Activated-Catalyst-210424short-term-pro-activated-catalyst-150425","18/01/2026","UAC-Univest-Pro-Activated-Catalyst-210424","short-term-pro-activated-catalyst-150425","Google","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040UAC-Univest-MandateTrial-300623uac-univest-mandatetrial2-300625","18/01/2026","UAC-Univest-MandateTrial-300623","uac-univest-mandatetrial2-300625","Google","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040UAC-Univest-MandateTrial-300623uac-univest-mandatetrial1-300625-newvideos-300625","18/01/2026","UAC-Univest-MandateTrial-300623","uac-univest-mandatetrial1-300625-newvideos-300625","Google","1","0","0","0","0","1","1","100","100","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040GA_UAC-TCPA_Android_Any-Pro-Sub_Best-Region_230226ga_aud-signal_android_generic_any-pro-sub_230226","18/01/2026","GA_UAC-TCPA_Android_Any-Pro-Sub_Best-Region_230226","ga_aud-signal_android_generic_any-pro-sub_230226","Google","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040GA_UACe_Android-Unpaid-Retarget_Pro-Sub_Pan-India_190825ga_custom_android_unpaid-signups-360d_pro-sub_190825","18/01/2026","GA_UACe_Android-Unpaid-Retarget_Pro-Sub_Pan-India_190825","ga_custom_android_unpaid-signups-360d_pro-sub_190825","Google","3","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040GA_UAC_Android_Pro-Sub_Pan-India_020825ga_aud-signal_android_thumb-stoppers-vid_pro-sub_020825","18/01/2026","GA_UAC_Android_Pro-Sub_Pan-India_020825","ga_aud-signal_android_thumb-stoppers-vid_pro-sub_020825","Google","2","0","0","1","50","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825ga_aud-signal_android_short-term_catalyst-quality-su_040825","18/01/2026","GA_UAC_Android_Catalyst-Quality-SU_Pan-India_040825","ga_aud-signal_android_short-term_catalyst-quality-su_040825","Google","1","0","0","1","100","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_tweet-test_v0_pro-sub_311225","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_tweet-test_v0_pro-sub_311225","Facebook","12","2","16.67","5","41.67","7","7","100","58.33333333","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","7","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_test-creatives_pro-sub_131125","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_test-creatives_pro-sub_131125","Facebook","2","0","0","0","0","1","0","0","50","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_stock-heist-test_v0_pro-sub_081225","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_stock-heist-test_v0_pro-sub_081225","Facebook","2","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_rollercoaster-test_v0_pro-sub_070126","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_rollercoaster-test_v0_pro-sub_070126","Facebook","10","2","20","6","60","3","1","33.33","30","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","2","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_nakul-test_v0_pro-sub_091225","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_nakul-test_v0_pro-sub_091225","Facebook","1","0","0","1","100","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_monkey-ai-test_v1_pro-sub_181125","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_monkey-ai-test_v1_pro-sub_181125","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_aunty-test_v1_pro-sub_031225","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_aunty-test_v1_pro-sub_031225","Facebook","21","4","19.05","8","38.1","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_as-sebi-test_v0_pro-sub_171125","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_as-sebi-test_v0_pro-sub_171125","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_asking-people-questions-test_v0_pro-sub_141125","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_asking-people-questions-test_v0_pro-sub_141125","Facebook","1","0","0","0","0","1","1","100","100","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","1","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_open_android_5000-dede_h3_pro-sub_151125","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_open_android_5000-dede_h3_pro-sub_151125","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_detail-target_android_pranit-perf-test_v0_pro-sub_160126","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_detail-target_android_pranit-perf-test_v0_pro-sub_160126","Facebook","4","0","0","2","50","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_detail-target_android_performance-ads-test_pro-sub_131125","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_detail-target_android_performance-ads-test_pro-sub_131125","Facebook","6","0","0","1","16.67","2","2","100","33.33333333","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","1","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_detail-target_android_manish-test_v2_pro-sub_160126","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_detail-target_android_manish-test_v2_pro-sub_160126","Facebook","1","0","0","1","100","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125fb_mof_detail-target_android_cricket-match_pro-sub_12022026","18/01/2026","Test-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_131125","fb_mof_detail-target_android_cricket-match_pro-sub_12022026","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225fb_mof_open_android_nakul-new-inf-test_pro-sub_221225","18/01/2026","Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225","fb_mof_open_android_nakul-new-inf-test_pro-sub_221225","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225fb_mof_open_android_cluster-videos-test_pro-sub_191225","18/01/2026","Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225","fb_mof_open_android_cluster-videos-test_pro-sub_191225","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225fb_mof_detail-traget_android_yt-cut-2-test_pro-sub_160126","18/01/2026","Test2-Campaign_FB_MOF_Manual-App_Android_Pro-Sub_Pan-India_051225","fb_mof_detail-traget_android_yt-cut-2-test_pro-sub_160126","Facebook","8","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040MOF-Test-Android-India-Install-180525fb_mof_open_android_buddhu-ladki-test_pro-sub_261025","18/01/2026","MOF-Test-Android-India-Install-180525","fb_mof_open_android_buddhu-ladki-test_pro-sub_261025","Facebook","1","0","0","1","100","1","1","100","100","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","1","0","","","","","","","","","","Week 11"
"46040MOF-AAA-Android-India-NewuserSubscription-050525Campaign Campaignmof-aaa-android-india-youtubenewusersubscription-250625","18/01/2026","MOF-AAA-Android-India-NewuserSubscription-050525Campaign Campaign","mof-aaa-android-india-youtubenewusersubscription-250625","Facebook","3","1","33.33","1","33.33","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
"46040MOF-AAA-Android-India-NewuserSubscription-050525Campaign Campaignmof-aaa-android-india-newusersubscription-050525campaign ad set","18/01/2026","MOF-AAA-Android-India-NewuserSubscription-050525Campaign Campaign","mof-aaa-android-india-newusersubscription-050525campaign ad set","Facebook","3","0","0","0","0","1","0","0","33.33333333","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","","","0","0","","","","","","","","","1","0","","","","","","","","","","Week 11"
"46040FB_MOF_Manual-App_iOS_Pro-Sub_Pan-India_110925fb_mof_open-detail_ios_best-ads_pro-sub_110925","18/01/2026","FB_MOF_Manual-App_iOS_Pro-Sub_Pan-India_110925","fb_mof_open-detail_ios_best-ads_pro-sub_110925","Facebook","1","0","0","0","0","0","0","","0","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","","","","","","","","","0","0","","","","","","","","","","Week 11"
